"subjectid" "activitylabel" "atbodyaccmeanx" "atbodyaccmeany" "atbodyaccmeanz" "atgravityaccmeanx" "atgravityaccmeany" "atgravityaccmeanz" "atbodyaccjerkmeanx" "atbodyaccjerkmeany" "atbodyaccjerkmeanz" "atbodygyromeanx" "atbodygyromeany" "atbodygyromeanz" "atbodygyrojerkmeanx" "atbodygyrojerkmeany" "atbodygyrojerkmeanz" "atbodyaccmagmean" "atgravityaccmagmean" "atbodyaccjerkmagmean" "atbodygyromagmean" "atbodygyrojerkmagmean" "afbodyaccmeanx" "afbodyaccmeany" "afbodyaccmeanz" "afbodyaccmeanfreqx" "afbodyaccmeanfreqy" "afbodyaccmeanfreqz" "afbodyaccjerkmeanx" "afbodyaccjerkmeany" "afbodyaccjerkmeanz" "afbodyaccjerkmeanfreqx" "afbodyaccjerkmeanfreqy" "afbodyaccjerkmeanfreqz" "afbodygyromeanx" "afbodygyromeany" "afbodygyromeanz" "afbodygyromeanfreqx" "afbodygyromeanfreqy" "afbodygyromeanfreqz" "afbodyaccmagmean" "afbodyaccmagmeanfreq" "afbodybodyaccjerkmagmean" "afbodybodyaccjerkmagmeanfreq" "afbodybodygyromagmean" "afbodybodygyromagmeanfreq" "afbodybodygyrojerkmagmean" "afbodybodygyrojerkmagmeanfreq" "atbodyaccstdx" "atbodyaccstdy" "atbodyaccstdz" "atgravityaccstdx" "atgravityaccstdy" "atgravityaccstdz" "atbodyaccjerkstdx" "atbodyaccjerkstdy" "atbodyaccjerkstdz" "atbodygyrostdx" "atbodygyrostdy" "atbodygyrostdz" "atbodygyrojerkstdx" "atbodygyrojerkstdy" "atbodygyrojerkstdz" "atbodyaccmagstd" "atgravityaccmagstd" "atbodyaccjerkmagstd" "atbodygyromagstd" "atbodygyrojerkmagstd" "afbodyaccstdx" "afbodyaccstdy" "afbodyaccstdz" "afbodyaccjerkstdx" "afbodyaccjerkstdy" "afbodyaccjerkstdz" "afbodygyrostdx" "afbodygyrostdy" "afbodygyrostdz" "afbodyaccmagstd" "afbodybodyaccjerkmagstd" "afbodybodygyromagstd" "afbodybodygyrojerkmagstd"
"52" 9 "WALKING" 0.2785 -0.01808 -0.11082 0.95186 -0.03143 -0.11585 0.07043 0.02122 0.00414 -0.08083 -0.06255 0.11162 -0.08092 -0.03562 -0.06334 -0.09808 -0.09808 -0.20373 -0.29454 -0.51025 -0.29471 -0.25767 -0.2508 -0.31072 0.02131 0.02378 -0.31426 -0.3677 -0.39954 -0.37829 -0.38904 -0.36657 -0.38367 -0.4369 -0.24022 -0.20062 0.01648 -0.1521 -0.3188 0.16167 -0.31687 0.15923 -0.51379 0.12741 -0.60258 0.24322 -0.23835 -0.20169 -0.05796 -0.98097 -0.97124 -0.95552 -0.20673 -0.27692 -0.40976 -0.47616 -0.46705 -0.26568 -0.52698 -0.5492 -0.45788 -0.37942 -0.37942 -0.31711 -0.48972 -0.59986 -0.21801 -0.22397 -0.03379 -0.17022 -0.22838 -0.4191 -0.5074 -0.49099 -0.34236 -0.51389 -0.32233 -0.56271 -0.62435
"53" 9 "WALKING_DOWNSTAIRS" 0.29592 -0.02039 -0.09102 0.93841 -0.03523 -0.08227 0.13019 -0.02068 0.00262 -0.09163 -0.07125 0.1168 -0.09459 -0.05976 -0.0678 0.14588 0.14588 -0.16237 -0.16892 -0.46902 0.10312 -0.18312 -0.1037 -0.44063 0.0625 -0.04242 -0.06453 -0.31364 -0.29367 -0.43402 -0.23204 -0.33031 -0.32504 -0.31251 -0.25068 -0.16522 -0.00351 -0.11519 0.2222 -0.04982 0.00716 -0.08245 -0.34754 0.06567 -0.46317 0.13202 0.21339 -0.20831 -0.00771 -0.95214 -0.9363 -0.87664 0.01762 -0.30944 -0.35951 -0.39642 -0.34076 -0.27968 -0.50966 -0.4486 -0.41723 0.26512 0.26512 0.0399 -0.32233 -0.45585 0.25048 -0.27356 -0.03494 0.00938 -0.35598 -0.42537 -0.42355 -0.36428 -0.35656 0.08886 0.07055 -0.42417 -0.48515
"54" 9 "WALKING_UPSTAIRS" 0.26243 -0.01951 -0.12521 0.90264 -0.03779 -0.266 0.06922 0.00126 0.00766 -0.16396 -0.04125 0.14569 -0.06846 -0.03027 -0.02363 -0.26072 -0.26072 -0.44066 -0.08332 -0.67284 -0.34273 -0.40502 -0.38471 -0.34121 -0.24708 -0.2152 -0.40204 -0.60849 -0.61512 -0.42721 -0.52927 -0.54702 -0.31394 -0.49915 -0.32769 -0.28488 -0.41494 -0.50749 -0.37289 -0.00195 -0.41953 0.02575 -0.53148 -0.25996 -0.73415 0.136 -0.36144 -0.3022 -0.25343 -0.95438 -0.90131 -0.89407 -0.33529 -0.58614 -0.64729 -0.34397 -0.40085 -0.13817 -0.66041 -0.7086 -0.65711 -0.40022 -0.40022 -0.44548 -0.42583 -0.74865 -0.36981 -0.29764 -0.24408 -0.32742 -0.59011 -0.67783 -0.36162 -0.35203 -0.16555 -0.50992 -0.48493 -0.45684 -0.78778
"55" 10 "LAYING" 0.28023 -0.02429 -0.11716 -0.45306 -0.13929 -0.03112 0.07381 0.01569 0.00716 -0.01955 -0.07703 0.10472 -0.1003 -0.03887 -0.05907 -0.95678 -0.95678 -0.97623 -0.93759 -0.97083 -0.96918 -0.95434 -0.9643 -0.14052 0.20055 0.31732 -0.97901 -0.96803 -0.97259 0.04855 0.04259 0.14611 -0.95379 -0.95467 -0.96975 0.07075 0.07131 0.15762 -0.95084 0.26038 -0.96856 0.21282 -0.93769 0.21653 -0.96097 0.20262 -0.96828 -0.94645 -0.95947 -0.95453 -0.9667 -0.96304 -0.978 -0.96693 -0.97625 -0.96171 -0.95366 -0.97194 -0.9659 -0.96662 -0.98394 -0.9403 -0.9403 -0.96755 -0.92747 -0.95963 -0.96796 -0.94622 -0.95981 -0.9789 -0.96812 -0.97858 -0.96454 -0.95345 -0.97529 -0.9443 -0.96537 -0.9337 -0.96077
"56" 10 "SITTING" 0.27061 -0.01504 -0.10425 0.79188 -0.04126 0.20253 0.07753 0.00897 -0.00499 -0.04324 -0.06799 0.07459 -0.09315 -0.04112 -0.04894 -0.96075 -0.96075 -0.98805 -0.9442 -0.9937 -0.98494 -0.94045 -0.97464 -0.08261 0.02793 0.23364 -0.98936 -0.98096 -0.98605 0.19344 -0.02618 0.11753 -0.98647 -0.98617 -0.96539 0.2141 0.06772 -0.08444 -0.95528 0.22156 -0.9859 0.32476 -0.97445 0.00581 -0.99219 0.344 -0.9829 -0.91797 -0.96782 -0.97312 -0.93569 -0.96689 -0.98894 -0.98075 -0.98825 -0.98887 -0.98437 -0.96044 -0.99232 -0.99258 -0.99025 -0.93966 -0.93966 -0.9852 -0.96306 -0.99169 -0.98224 -0.91283 -0.96612 -0.98955 -0.98204 -0.98911 -0.98971 -0.98357 -0.96241 -0.94151 -0.98326 -0.96245 -0.9914
"57" 10 "STANDING" 0.27665 -0.01554 -0.10796 0.954 -0.04315 0.03469 0.08097 0.0119 -0.00485 -0.02818 -0.08768 0.10325 -0.10475 -0.03715 -0.05841 -0.95198 -0.95198 -0.96516 -0.92978 -0.97163 -0.97009 -0.92337 -0.95527 0.15912 -0.01262 0.0776 -0.96356 -0.94218 -0.97224 0.2533 -0.18709 0.00562 -0.924 -0.96032 -0.95091 -0.28178 -0.16408 -0.09888 -0.94011 0.09024 -0.95163 0.19731 -0.93778 -0.22649 -0.96561 0.01338 -0.9784 -0.91956 -0.94127 -0.99125 -0.97541 -0.95957 -0.96431 -0.94132 -0.97643 -0.92989 -0.95886 -0.95368 -0.95036 -0.97644 -0.96905 -0.93726 -0.93726 -0.95205 -0.92048 -0.9644 -0.98294 -0.92186 -0.93809 -0.96861 -0.94484 -0.97942 -0.93227 -0.95839 -0.9589 -0.94504 -0.9521 -0.92296 -0.96505
"58" 10 "WALKING" 0.27857 -0.01702 -0.10905 0.96309 -0.08382 0.05492 0.08579 0.00408 -0.01629 0.01068 -0.08195 0.09866 -0.1227 -0.05192 -0.06112 -0.1274 -0.1274 -0.13262 -0.15645 -0.44036 -0.11419 0.05339 -0.41218 -0.26332 0.24379 0.25896 -0.10794 0.0309 -0.46402 -0.26013 -0.14844 0.05579 -0.27791 -0.3452 -0.10853 -0.09336 -0.1221 -0.1298 -0.09302 0.17959 0.02051 -0.07128 -0.41261 0.1291 -0.51506 -0.00023 -0.1787 -0.02274 -0.39564 -0.97443 -0.97111 -0.95786 -0.05219 0.07508 -0.51166 -0.4142 -0.25085 -0.17452 -0.36606 -0.50968 -0.32907 -0.1856 -0.1856 0.0376 -0.40202 -0.50102 -0.20636 -0.12977 -0.4353 -0.07915 0.04848 -0.55851 -0.45829 -0.20439 -0.27329 -0.37047 0.0502 -0.49975 -0.51767
"59" 10 "WALKING_DOWNSTAIRS" 0.2904 -0.02 -0.11084 0.9398 -0.06461 0.04187 0.10095 0.01078 0.00015 -0.12483 -0.10674 0.07244 -0.06437 -0.04893 -0.07204 0.25084 0.25084 0.0507 -0.02384 -0.40185 0.21566 0.00904 -0.15772 -0.32167 0.06671 0.25706 0.18141 -0.1195 -0.24067 -0.23677 -0.29776 0.01898 -0.21435 -0.27249 0.03913 -0.17721 -0.00555 -0.04489 0.22011 0.16442 0.15697 0.1252 -0.31234 0.07743 -0.48419 0.17877 0.29573 0.00407 -0.18355 -0.93926 -0.937 -0.90208 0.22327 -0.10502 -0.31818 -0.30474 -0.3114 -0.0353 -0.41698 -0.47165 -0.22713 0.15699 0.15699 0.11087 -0.28038 -0.4941 0.32495 -0.06333 -0.26868 0.15691 -0.15335 -0.39614 -0.33951 -0.34323 -0.15039 -0.06167 0.03802 -0.38778 -0.54498
"60" 10 "WALKING_UPSTAIRS" 0.26712 -0.01438 -0.11818 0.93186 -0.05656 0.02275 0.06488 0.02663 -0.05133 0.07334 -0.09546 0.08796 -0.15721 -0.03723 -0.0365 -0.02666 -0.02666 -0.26203 0.04385 -0.52346 -0.13941 -0.03906 -0.3012 -0.30039 -0.00354 -0.28996 -0.20121 -0.20687 -0.55323 -0.23033 -0.37085 -0.32858 -0.21852 -0.23585 -0.26276 -0.23576 -0.42142 -0.13547 -0.16686 0.0879 -0.15355 0.17873 -0.26537 -0.19444 -0.60058 0.15859 -0.16159 -0.00555 -0.07387 -0.95921 -0.93703 -0.86474 -0.18722 -0.1778 -0.60752 -0.30853 0.04117 -0.3205 -0.42729 -0.60462 -0.48224 -0.21153 -0.21153 -0.22601 -0.11306 -0.61827 -0.17195 -0.05162 -0.03423 -0.24759 -0.20279 -0.66289 -0.3413 0.17173 -0.40382 -0.36143 -0.33436 -0.16696 -0.67129
"61" 11 "LAYING" 0.28059 -0.01765 -0.10878 -0.13483 0.94301 0.11262 0.07666 0.01221 0.00277 -0.01917 -0.04155 0.15201 -0.10229 -0.04123 -0.06669 -0.98062 -0.98062 -0.98333 -0.95252 -0.99064 -0.9838 -0.9714 -0.97357 -0.06377 0.25194 0.22603 -0.98488 -0.97388 -0.97956 0.1781 0.00344 0.03001 -0.97618 -0.98264 -0.96143 0.0061 0.10494 0.09635 -0.97399 0.33601 -0.97694 0.29574 -0.96709 0.0406 -0.98597 0.25603 -0.98477 -0.97219 -0.97131 -0.97956 -0.99076 -0.98419 -0.98525 -0.97277 -0.98211 -0.98083 -0.98244 -0.95989 -0.98172 -0.99084 -0.98654 -0.97289 -0.97289 -0.9765 -0.95471 -0.98447 -0.98532 -0.97358 -0.97166 -0.98712 -0.97348 -0.9833 -0.98242 -0.98266 -0.96318 -0.97603 -0.97512 -0.95484 -0.98356
"62" 11 "SITTING" 0.27659 -0.01491 -0.11284 0.87196 0.21371 0.18853 0.07617 -0.00021 0.00833 -0.03999 -0.07552 0.07617 -0.09484 -0.03928 -0.05053 -0.96197 -0.96197 -0.97935 -0.95188 -0.98951 -0.98148 -0.9345 -0.97285 -0.05034 0.09677 0.24346 -0.98083 -0.96745 -0.98112 0.15332 -0.0805 0.07559 -0.9851 -0.98263 -0.95445 0.11567 -0.10247 -0.04595 -0.95306 0.19864 -0.97531 0.19225 -0.96979 -0.03989 -0.98725 0.15934 -0.98279 -0.9214 -0.96837 -0.98806 -0.94979 -0.97166 -0.98033 -0.96676 -0.98344 -0.98816 -0.98224 -0.95284 -0.9905 -0.98855 -0.98101 -0.94458 -0.94458 -0.97451 -0.95996 -0.98625 -0.98338 -0.92004 -0.96788 -0.9816 -0.96842 -0.98434 -0.98918 -0.98213 -0.9568 -0.94852 -0.97228 -0.96071 -0.9856
"63" 11 "STANDING" 0.27771 -0.01719 -0.10868 0.95646 -0.17308 0.12719 0.076 0.01241 -0.00074 -0.02931 -0.07654 0.08105 -0.09951 -0.03959 -0.05247 -0.98485 -0.98485 -0.98924 -0.97997 -0.99342 -0.9938 -0.9687 -0.98766 0.08901 0.05574 0.29239 -0.99238 -0.97928 -0.98846 0.31217 -0.0305 0.12074 -0.9783 -0.99402 -0.98076 -0.12993 0.1192 -0.02129 -0.98225 0.23307 -0.98863 0.33309 -0.98257 -0.04784 -0.99298 0.22329 -0.99497 -0.96417 -0.98638 -0.99452 -0.98104 -0.98943 -0.99252 -0.97942 -0.99013 -0.98024 -0.99421 -0.98063 -0.98669 -0.99557 -0.99066 -0.9803 -0.9803 -0.98885 -0.97707 -0.99257 -0.99557 -0.9635 -0.98595 -0.99341 -0.98118 -0.99037 -0.981 -0.99435 -0.9823 -0.9815 -0.98802 -0.97743 -0.99227
"64" 11 "WALKING" 0.27182 -0.01664 -0.10609 0.94646 -0.21204 0.13405 0.08297 0.01276 -0.01336 -0.04269 -0.07051 0.08437 -0.09182 -0.05141 -0.03426 -0.28832 -0.28832 -0.40233 -0.4218 -0.63073 -0.39653 -0.08304 -0.6164 -0.3736 0.01287 0.04045 -0.45326 -0.2418 -0.69259 -0.35341 -0.42788 -0.09239 -0.51475 -0.5931 -0.39829 -0.17594 -0.29717 -0.18406 -0.45851 0.09358 -0.39511 0.08445 -0.61022 -0.07483 -0.75191 0.05636 -0.42284 -0.05221 -0.53062 -0.9811 -0.96624 -0.96085 -0.42851 -0.18141 -0.72065 -0.59634 -0.49962 -0.43417 -0.54161 -0.73799 -0.55107 -0.48773 -0.48773 -0.40314 -0.55836 -0.75367 -0.4337 -0.0966 -0.52309 -0.45394 -0.17017 -0.74756 -0.62315 -0.45366 -0.49855 -0.58445 -0.41744 -0.59974 -0.77357
"65" 11 "WALKING_DOWNSTAIRS" 0.2916 -0.0178 -0.11107 0.94174 -0.20032 0.13237 0.08971 0.02522 -0.02252 -0.12506 -0.02627 0.05752 -0.02209 -0.05202 -0.0373 0.12622 0.12622 -0.1982 -0.19788 -0.59929 0.03519 0.02475 -0.37762 -0.40029 -0.05618 0.00531 -0.12046 -0.17747 -0.53022 -0.33884 -0.45597 -0.24441 -0.31877 -0.52825 -0.27345 -0.26329 -0.25527 -0.15048 0.09028 0.03167 -0.09745 0.03374 -0.45617 -0.16988 -0.66834 -0.00942 0.14245 0.07081 -0.32402 -0.95449 -0.92631 -0.92581 -0.08342 -0.12681 -0.57971 -0.37406 -0.49591 -0.31895 -0.53437 -0.68459 -0.48055 0.05077 0.05077 -0.12701 -0.33934 -0.67775 0.1799 0.02627 -0.34862 -0.12834 -0.13044 -0.6289 -0.39772 -0.48112 -0.39722 -0.13712 -0.17366 -0.38055 -0.71422
"66" 11 "WALKING_UPSTAIRS" 0.26377 -0.03031 -0.10679 0.89262 -0.34357 0.14663 0.09685 -0.01326 -0.01514 -0.08209 -0.05669 0.0638 -0.06452 -0.07198 -0.04607 -0.13259 -0.13259 -0.50958 -0.25504 -0.75731 -0.35534 -0.25464 -0.55174 -0.52447 -0.18923 -0.48654 -0.49592 -0.45531 -0.76538 -0.44699 -0.46164 -0.48249 -0.47178 -0.58116 -0.67467 -0.24504 -0.63553 -0.18332 -0.33606 -0.13708 -0.47592 0.0149 -0.55009 -0.37799 -0.79598 0.01532 -0.2388 -0.10316 -0.20336 -0.95346 -0.92436 -0.90693 -0.45296 -0.42811 -0.78535 -0.50133 -0.28204 -0.69465 -0.66043 -0.80945 -0.77717 -0.28959 -0.28959 -0.49048 -0.3779 -0.80112 -0.19873 -0.0885 -0.1137 -0.45825 -0.43727 -0.80384 -0.51781 -0.15378 -0.72992 -0.37602 -0.5137 -0.38122 -0.82242
"67" 12 "LAYING" 0.26011 -0.01752 -0.10816 -0.37859 0.80337 0.27504 0.08542 0.00774 -0.00437 -0.01465 -0.08355 0.14519 -0.09904 -0.04106 -0.06789 -0.9482 -0.9482 -0.96984 -0.93084 -0.97106 -0.95624 -0.95126 -0.95472 -0.2356 0.19137 0.17147 -0.96874 -0.96322 -0.96714 0.0839 -0.01766 0.02395 -0.95665 -0.95256 -0.94567 0.01056 -0.01998 0.04197 -0.94386 0.0818 -0.96244 0.15706 -0.94549 0.0022 -0.96394 0.0227 -0.95531 -0.94907 -0.94833 -0.93645 -0.97439 -0.95964 -0.96927 -0.96263 -0.97062 -0.96609 -0.95387 -0.95015 -0.96719 -0.9659 -0.96995 -0.93654 -0.93654 -0.96258 -0.93572 -0.96201 -0.9552 -0.95064 -0.94838 -0.97282 -0.9647 -0.97271 -0.96925 -0.95534 -0.95642 -0.94213 -0.96165 -0.94037 -0.96191
"68" 12 "SITTING" 0.275 -0.01578 -0.1063 0.92622 0.08305 0.08856 0.07712 0.01059 -0.00204 -0.04241 -0.07519 0.07284 -0.0941 -0.03874 -0.05156 -0.95217 -0.95217 -0.97473 -0.9419 -0.98039 -0.97966 -0.94276 -0.95462 0.03266 0.00241 -0.02261 -0.9771 -0.96423 -0.97555 0.13812 -0.09873 -0.05683 -0.96852 -0.96372 -0.95571 -0.0625 -0.19416 -0.08084 -0.95594 0.00487 -0.97171 0.25519 -0.95851 -0.11198 -0.97848 0.16126 -0.98256 -0.92858 -0.93966 -0.9852 -0.96364 -0.9562 -0.97649 -0.96404 -0.97911 -0.97442 -0.96049 -0.95155 -0.97732 -0.97934 -0.97713 -0.94751 -0.94751 -0.97274 -0.94676 -0.97826 -0.98399 -0.92603 -0.93591 -0.97798 -0.96653 -0.9814 -0.97633 -0.95904 -0.95476 -0.95064 -0.97295 -0.94846 -0.97925
"69" 12 "STANDING" 0.2774 -0.0169 -0.10552 0.95731 -0.21886 -0.03953 0.07446 0.01004 -0.00788 -0.03 -0.07 0.07425 -0.09763 -0.04095 -0.04828 -0.94145 -0.94145 -0.96879 -0.8881 -0.96928 -0.97646 -0.93277 -0.94717 0.06362 -0.04932 0.07982 -0.97197 -0.95329 -0.97112 0.23067 -0.17496 0.01138 -0.89029 -0.94825 -0.9526 -0.24106 -0.14386 -0.13053 -0.94521 0.04689 -0.96085 0.17659 -0.90235 -0.26149 -0.96305 0.01628 -0.98124 -0.92314 -0.92068 -0.98531 -0.97048 -0.93953 -0.97244 -0.9532 -0.97555 -0.88365 -0.94146 -0.95036 -0.95541 -0.97119 -0.97368 -0.93523 -0.93523 -0.96267 -0.85227 -0.96192 -0.98364 -0.92285 -0.91418 -0.97558 -0.95666 -0.97879 -0.88438 -0.93852 -0.95433 -0.93974 -0.96414 -0.85003 -0.9629
"70" 12 "WALKING" 0.27712 -0.01556 -0.10316 0.96687 -0.15598 -0.03608 0.04576 0.01977 0.00502 -0.10451 -0.03442 0.09997 -0.06223 -0.04985 -0.04673 -0.1022 -0.1022 -0.14406 -0.35593 -0.51749 -0.05435 -0.0713 -0.42232 -0.26142 0.1491 0.1708 -0.08161 -0.14137 -0.49138 -0.2811 -0.22346 -0.182 -0.40197 -0.46788 -0.31728 0.0204 -0.02545 -0.0279 -0.15311 0.25226 -0.02991 0.01844 -0.4425 0.14607 -0.56117 0.07777 -0.12889 -0.12278 -0.4106 -0.97911 -0.96461 -0.95027 -0.0135 -0.0894 -0.51227 -0.54626 -0.4494 -0.35017 -0.3908 -0.58129 -0.48064 -0.23697 -0.23697 -0.02028 -0.4132 -0.54889 -0.1607 -0.20851 -0.45214 -0.03105 -0.09405 -0.53148 -0.59314 -0.44379 -0.42225 -0.40889 -0.01395 -0.4948 -0.56493
"71" 12 "WALKING_DOWNSTAIRS" 0.28152 -0.01808 -0.10955 0.94986 -0.1787 -0.0561 0.06215 -0.01192 0.00485 -0.11253 -0.04273 0.08954 -0.02646 -0.06091 -0.06532 0.01831 0.01831 -0.10709 -0.21335 -0.44283 0.0235 0.15051 -0.40212 -0.33224 0.07933 0.23483 -0.00701 0.00639 -0.45161 -0.21278 -0.38669 -0.09856 -0.17885 -0.42063 -0.21276 -0.05481 0.11021 0.04101 0.14801 0.07861 0.07699 0.04152 -0.34493 0.11354 -0.45822 0.06587 0.0424 0.11083 -0.42501 -0.9595 -0.94329 -0.93539 0.00631 0.06292 -0.49865 -0.36214 -0.47628 -0.3378 -0.2786 -0.51747 -0.36523 0.09726 0.09726 0.06557 -0.32045 -0.45244 0.04833 0.01674 -0.48739 -0.07231 0.05151 -0.54446 -0.42236 -0.51892 -0.44851 -0.10512 0.04206 -0.42355 -0.48678
"72" 12 "WALKING_UPSTAIRS" 0.27297 -0.02635 -0.10733 0.93837 -0.25914 -0.07025 0.07286 -0.00689 0.00906 -0.09312 -0.04113 0.0898 -0.04556 -0.03354 -0.06531 -0.22918 -0.22918 -0.43246 -0.31656 -0.67497 -0.32144 -0.16834 -0.56084 -0.42023 -0.10526 -0.21721 -0.38584 -0.33307 -0.68792 -0.33124 -0.38024 -0.32344 -0.42636 -0.60471 -0.40608 -0.15831 -0.35112 -0.22454 -0.29 -0.00111 -0.32088 0.08422 -0.59403 -0.10707 -0.71433 0.09786 -0.29014 -0.10381 -0.43669 -0.96024 -0.94137 -0.93807 -0.35985 -0.31132 -0.71933 -0.52665 -0.52294 -0.34961 -0.54999 -0.76119 -0.60641 -0.28584 -0.28584 -0.32982 -0.52568 -0.7134 -0.27892 -0.13017 -0.41859 -0.3906 -0.33592 -0.75011 -0.56046 -0.48391 -0.39609 -0.39528 -0.34656 -0.56443 -0.73313
"73" 13 "LAYING" 0.27671 -0.02044 -0.10433 -0.15685 0.6564 0.59888 0.07677 0.01834 -0.00988 -0.00973 -0.09662 0.11781 -0.10183 -0.04177 -0.06487 -0.96051 -0.96051 -0.98546 -0.9443 -0.98544 -0.97471 -0.96584 -0.96629 -0.26299 0.03634 0.07647 -0.98519 -0.98037 -0.98099 0.16989 0.06565 0.05841 -0.96946 -0.96868 -0.96912 -0.10192 -0.04266 0.1465 -0.95953 0.08151 -0.98075 0.30075 -0.95768 0.0502 -0.97815 0.05444 -0.96889 -0.95094 -0.95039 -0.95787 -0.97594 -0.95989 -0.98541 -0.98015 -0.98307 -0.97214 -0.9627 -0.96735 -0.9814 -0.97885 -0.9898 -0.94794 -0.94794 -0.98006 -0.94468 -0.97511 -0.96696 -0.94746 -0.94585 -0.98707 -0.98139 -0.98367 -0.97344 -0.95994 -0.96979 -0.94943 -0.97804 -0.94613 -0.97279
"74" 13 "SITTING" 0.27432 -0.00587 -0.09724 0.92557 0.10176 0.07577 0.07528 -0.00112 -0.02323 -0.03551 -0.09026 0.08234 -0.09591 -0.04103 -0.04661 -0.95769 -0.95769 -0.98949 -0.95114 -0.9926 -0.99013 -0.95967 -0.95618 -0.00935 0.02534 0.15465 -0.99267 -0.98391 -0.98526 0.26421 -0.00193 0.09211 -0.98321 -0.98245 -0.96838 0.10055 -0.10617 0.01364 -0.9569 0.15053 -0.98834 0.36064 -0.97325 0.00767 -0.99172 0.1911 -0.98954 -0.93896 -0.93864 -0.98137 -0.95135 -0.93097 -0.99282 -0.98426 -0.98761 -0.98584 -0.97966 -0.96689 -0.99137 -0.99177 -0.98986 -0.93793 -0.93793 -0.98881 -0.96394 -0.99141 -0.98941 -0.93366 -0.93418 -0.99368 -0.9859 -0.98861 -0.98671 -0.97827 -0.96945 -0.93852 -0.98833 -0.96426 -0.99121
"75" 13 "STANDING" 0.27775 -0.01678 -0.11212 0.94269 -0.23994 -0.05248 0.07586 0.00762 -7e-04 -0.02954 -0.07532 0.08547 -0.09811 -0.04128 -0.05392 -0.97156 -0.97156 -0.9868 -0.95782 -0.98363 -0.98942 -0.95942 -0.97756 0.0328 -0.03035 0.08742 -0.98819 -0.97775 -0.9846 0.23796 -0.04789 0.10688 -0.95715 -0.97291 -0.97439 -0.25106 -0.17067 -0.06525 -0.97239 0.0936 -0.98197 0.29874 -0.95748 -0.1165 -0.97719 0.17595 -0.99102 -0.94942 -0.96753 -0.99223 -0.97468 -0.97682 -0.98763 -0.9777 -0.98692 -0.95557 -0.97172 -0.97343 -0.97846 -0.98098 -0.98517 -0.96851 -0.96851 -0.98186 -0.94498 -0.97619 -0.99181 -0.94717 -0.96404 -0.98818 -0.97941 -0.98787 -0.95581 -0.97142 -0.97553 -0.97044 -0.98062 -0.94685 -0.97646
"76" 13 "WALKING" 0.27588 -0.01856 -0.11143 0.91085 -0.28365 -0.13129 0.08095 0.00308 0.00597 -0.01742 -0.07984 0.07842 -0.09665 -0.03198 -0.06366 -0.13564 -0.13564 -0.1332 -0.21866 -0.3035 -0.33503 0.09551 -0.24685 -0.23146 0.01943 0.15216 -0.29046 -0.04391 -0.34226 -0.1909 -0.44711 -0.2045 -0.19285 -0.25621 -0.2766 -0.0229 0.07412 0.12601 -0.2346 0.25353 -0.15211 0.11803 -0.26747 0.30257 -0.33852 0.22903 -0.34698 0.14186 -0.2205 -0.97254 -0.96089 -0.94863 -0.22091 0.05654 -0.37463 -0.37605 -0.29002 -0.36336 -0.21681 -0.35776 -0.34176 -0.29254 -0.29254 -0.13178 -0.25324 -0.32211 -0.35329 0.09219 -0.26989 -0.21971 0.09467 -0.40617 -0.43571 -0.31861 -0.45533 -0.43838 -0.11359 -0.37995 -0.34928
"77" 13 "WALKING_DOWNSTAIRS" 0.2949 -0.01437 -0.10199 0.94187 -0.21155 -0.09508 0.1017 -0.00751 -0.02529 -0.12267 -0.02372 0.11128 -0.06471 -0.06694 -0.0512 -0.02946 -0.02946 -0.12792 -0.10211 -0.32355 -0.07266 -0.03645 -0.15117 -0.38555 -0.01421 0.12005 -0.11485 -0.20781 -0.27613 -0.3466 -0.45664 -0.30401 -0.31967 -0.13382 -0.2129 -0.17469 0.06652 -0.03463 0.05287 0.08214 -0.02821 0.02664 -0.20612 0.25742 -0.26639 0.20743 -0.06815 -0.03212 -0.15833 -0.95264 -0.92854 -0.89396 -0.07409 -0.14902 -0.31704 -0.41701 -0.19884 -0.32277 -0.46373 -0.25916 -0.36708 -0.0156 -0.0156 -0.04339 -0.23676 -0.27649 -0.06804 -0.09244 -0.23331 -0.11474 -0.14177 -0.35657 -0.45219 -0.24966 -0.427 -0.21091 -0.07098 -0.40056 -0.34309
"78" 13 "WALKING_UPSTAIRS" 0.2582 -0.02773 -0.12576 0.84763 -0.3574 -0.2075 0.06924 -0.00128 -0.02541 -0.13829 0.00381 0.11667 -0.06648 -0.0453 -0.06616 -0.10115 -0.10115 -0.45619 -0.23718 -0.63196 -0.38246 -0.06365 -0.40478 -0.48008 -0.24716 -0.28517 -0.50621 -0.36899 -0.63149 -0.32334 -0.58602 -0.504 -0.48211 -0.49217 -0.25533 -0.21119 -0.29338 -0.24072 -0.36752 -0.1509 -0.4251 -0.02783 -0.48547 -0.10413 -0.65608 0.1073 -0.29628 0.10447 -0.21721 -0.94644 -0.92205 -0.91027 -0.48732 -0.32333 -0.66092 -0.54106 -0.40357 -0.2118 -0.63103 -0.6788 -0.55088 -0.32633 -0.32633 -0.45122 -0.41565 -0.66921 -0.26608 0.11465 -0.18484 -0.51433 -0.3194 -0.68923 -0.56291 -0.36428 -0.27252 -0.40906 -0.49109 -0.47077 -0.71226
